id,order_id,product_id,quantity,total,updated_at_x,created_at_x,name,price,status,date,time,weekday,hour
1962,840,3,3,30,2025-05-27 16:50:01,2025-05-27 16:50:01,chaii,10,1,2025-05-27,16:50:01,Tuesday,16
1963,841,3,3,30,2025-05-27 16:50:26,2025-05-27 16:50:26,chaii,10,1,2025-05-27,16:50:26,Tuesday,16
1964,841,7,1,10,2025-05-27 16:50:26,2025-05-27 16:50:26,Chach,10,1,2025-05-27,16:50:26,Tuesday,16
1965,841,22,1,20,2025-05-27 16:50:26,2025-05-27 16:50:26,Aam panna,20,1,2025-05-27,16:50:26,Tuesday,16
1966,842,3,4,40,2025-05-27 16:51:05,2025-05-27 16:51:05,chaii,10,1,2025-05-27,16:51:05,Tuesday,16
1967,843,3,15,150,2025-05-27 16:51:53,2025-05-27 16:51:53,chaii,10,1,2025-05-27,16:51:53,Tuesday,16
1968,843,8,1,60,2025-05-27 16:51:53,2025-05-27 16:51:53,Lunch normal,60,1,2025-05-27,16:51:53,Tuesday,16
1969,843,17,2,70,2025-05-27 16:51:53,2025-05-27 16:51:53,Idli / sambar bada,35,1,2025-05-27,16:51:53,Tuesday,16
1970,844,3,6,60,2025-05-27 16:52:21,2025-05-27 16:52:21,chaii,10,1,2025-05-27,16:52:21,Tuesday,16
1971,845,3,3,30,2025-05-27 16:52:51,2025-05-27 16:52:51,chaii,10,1,2025-05-27,16:52:51,Tuesday,16
1972,845,7,1,10,2025-05-27 16:52:51,2025-05-27 16:52:51,Chach,10,1,2025-05-27,16:52:51,Tuesday,16
1973,845,33,1,30,2025-05-27 16:52:51,2025-05-27 16:52:51,DAHI BOWL,30,1,2025-05-27,16:52:51,Tuesday,16
1974,846,3,3,30,2025-05-27 16:53:15,2025-05-27 16:53:15,chaii,10,1,2025-05-27,16:53:15,Tuesday,16
1975,846,17,1,35,2025-05-27 16:53:15,2025-05-27 16:53:15,Idli / sambar bada,35,1,2025-05-27,16:53:15,Tuesday,16
1976,847,3,1,10,2025-05-27 16:54:24,2025-05-27 16:54:24,chaii,10,1,2025-05-27,16:54:24,Tuesday,16
1977,847,9,1,15,2025-05-27 16:54:24,2025-05-27 16:54:24,Coffee,15,1,2025-05-27,16:54:24,Tuesday,16
1978,847,14,1,40,2025-05-27 16:54:24,2025-05-27 16:54:24,Sandwich full,40,1,2025-05-27,16:54:24,Tuesday,16
1979,847,17,1,35,2025-05-27 16:54:24,2025-05-27 16:54:24,Idli / sambar bada,35,1,2025-05-27,16:54:24,Tuesday,16
1980,848,7,1,10,2025-05-27 16:54:46,2025-05-27 16:54:46,Chach,10,1,2025-05-27,16:54:46,Tuesday,16
1981,849,3,4,40,2025-05-27 16:55:11,2025-05-27 16:55:11,chaii,10,1,2025-05-27,16:55:11,Tuesday,16
1982,849,36,1,25,2025-05-27 16:55:11,2025-05-27 16:55:11,SALAD PLATE,25,1,2025-05-27,16:55:11,Tuesday,16
1983,850,7,1,10,2025-05-27 16:55:33,2025-05-27 16:55:33,Chach,10,1,2025-05-27,16:55:33,Tuesday,16
1984,850,8,1,60,2025-05-27 16:55:33,2025-05-27 16:55:33,Lunch normal,60,1,2025-05-27,16:55:33,Tuesday,16
1985,850,15,1,40,2025-05-27 16:55:33,2025-05-27 16:55:33,Fruit,40,1,2025-05-27,16:55:33,Tuesday,16
1986,851,3,3,30,2025-05-27 16:55:59,2025-05-27 16:55:59,chaii,10,1,2025-05-27,16:55:59,Tuesday,16
1987,851,7,1,10,2025-05-27 16:55:59,2025-05-27 16:55:59,Chach,10,1,2025-05-27,16:55:59,Tuesday,16
1988,852,7,1,10,2025-05-27 16:56:26,2025-05-27 16:56:26,Chach,10,1,2025-05-27,16:56:26,Tuesday,16
1989,852,15,1,40,2025-05-27 16:56:26,2025-05-27 16:56:26,Fruit,40,1,2025-05-27,16:56:26,Tuesday,16
1990,852,22,1,20,2025-05-27 16:56:26,2025-05-27 16:56:26,Aam panna,20,1,2025-05-27,16:56:26,Tuesday,16
1991,854,3,2,20,2025-05-27 16:57:07,2025-05-27 16:57:07,chaii,10,1,2025-05-27,16:57:07,Tuesday,16
1992,855,3,1,10,2025-05-27 16:57:20,2025-05-27 16:57:20,chaii,10,1,2025-05-27,16:57:20,Tuesday,16
1993,856,7,1,10,2025-05-27 16:57:46,2025-05-27 16:57:46,Chach,10,1,2025-05-27,16:57:46,Tuesday,16
1994,856,8,2,120,2025-05-27 16:57:46,2025-05-27 16:57:46,Lunch normal,60,1,2025-05-27,16:57:46,Tuesday,16
1995,856,17,1,35,2025-05-27 16:57:46,2025-05-27 16:57:46,Idli / sambar bada,35,1,2025-05-27,16:57:46,Tuesday,16
1996,857,3,6,60,2025-05-27 16:58:16,2025-05-27 16:58:16,chaii,10,1,2025-05-27,16:58:16,Tuesday,16
1997,857,7,1,10,2025-05-27 16:58:16,2025-05-27 16:58:16,Chach,10,1,2025-05-27,16:58:16,Tuesday,16
1998,857,13,1,20,2025-05-27 16:58:16,2025-05-27 16:58:16,Sandwich half,20,1,2025-05-27,16:58:16,Tuesday,16
1999,857,17,2,70,2025-05-27 16:58:16,2025-05-27 16:58:16,Idli / sambar bada,35,1,2025-05-27,16:58:16,Tuesday,16
2000,858,3,2,20,2025-05-27 16:58:47,2025-05-27 16:58:47,chaii,10,1,2025-05-27,16:58:47,Tuesday,16
2001,859,3,1,10,2025-05-27 16:59:39,2025-05-27 16:59:39,chaii,10,1,2025-05-27,16:59:39,Tuesday,16
2002,859,9,3,45,2025-05-27 16:59:39,2025-05-27 16:59:39,Coffee,15,1,2025-05-27,16:59:39,Tuesday,16
2003,859,17,1,35,2025-05-27 16:59:39,2025-05-27 16:59:39,Idli / sambar bada,35,1,2025-05-27,16:59:39,Tuesday,16
2004,859,22,1,20,2025-05-27 16:59:39,2025-05-27 16:59:39,Aam panna,20,1,2025-05-27,16:59:39,Tuesday,16
2005,859,25,1,100,2025-05-27 16:59:39,2025-05-27 16:59:39,Executive lunch,100,1,2025-05-27,16:59:39,Tuesday,16
2006,860,3,10,100,2025-05-27 17:00:19,2025-05-27 17:00:19,chaii,10,1,2025-05-27,17:00:19,Tuesday,17
2007,860,7,2,20,2025-05-27 17:00:19,2025-05-27 17:00:19,Chach,10,1,2025-05-27,17:00:19,Tuesday,17
2008,861,3,2,20,2025-05-27 17:00:34,2025-05-27 17:00:34,chaii,10,1,2025-05-27,17:00:34,Tuesday,17
2009,862,3,2,20,2025-05-27 17:00:53,2025-05-27 17:00:53,chaii,10,1,2025-05-27,17:00:53,Tuesday,17
2010,863,7,1,10,2025-05-27 17:01:22,2025-05-27 17:01:22,Chach,10,1,2025-05-27,17:01:22,Tuesday,17
2011,864,3,3,30,2025-05-27 17:01:42,2025-05-27 17:01:42,chaii,10,1,2025-05-27,17:01:42,Tuesday,17
2012,864,17,1,35,2025-05-27 17:01:42,2025-05-27 17:01:42,Idli / sambar bada,35,1,2025-05-27,17:01:42,Tuesday,17
2013,865,3,4,40,2025-05-27 17:02:01,2025-05-27 17:02:01,chaii,10,1,2025-05-27,17:02:01,Tuesday,17
2014,866,3,2,20,2025-05-27 17:02:49,2025-05-27 17:02:49,chaii,10,1,2025-05-27,17:02:49,Tuesday,17
2015,866,7,2,20,2025-05-27 17:02:49,2025-05-27 17:02:49,Chach,10,1,2025-05-27,17:02:49,Tuesday,17
2016,866,8,1,60,2025-05-27 17:02:49,2025-05-27 17:02:49,Lunch normal,60,1,2025-05-27,17:02:49,Tuesday,17
2017,866,17,1,35,2025-05-27 17:02:49,2025-05-27 17:02:49,Idli / sambar bada,35,1,2025-05-27,17:02:49,Tuesday,17
2018,866,27,1,10,2025-05-27 17:02:49,2025-05-27 17:02:49,Tulsi green tea,10,1,2025-05-27,17:02:49,Tuesday,17
2019,867,3,2,20,2025-05-27 17:02:50,2025-05-27 17:02:50,chaii,10,1,2025-05-27,17:02:50,Tuesday,17
2020,867,7,2,20,2025-05-27 17:02:50,2025-05-27 17:02:50,Chach,10,1,2025-05-27,17:02:50,Tuesday,17
2021,867,8,1,60,2025-05-27 17:02:50,2025-05-27 17:02:50,Lunch normal,60,1,2025-05-27,17:02:50,Tuesday,17
2022,867,17,1,35,2025-05-27 17:02:50,2025-05-27 17:02:50,Idli / sambar bada,35,1,2025-05-27,17:02:50,Tuesday,17
2023,867,27,1,10,2025-05-27 17:02:50,2025-05-27 17:02:50,Tulsi green tea,10,1,2025-05-27,17:02:50,Tuesday,17
2024,868,3,4,40,2025-05-27 17:03:34,2025-05-27 17:03:34,chaii,10,1,2025-05-27,17:03:34,Tuesday,17
2025,868,6,1,35,2025-05-27 17:03:34,2025-05-27 17:03:34,Lassi,35,1,2025-05-27,17:03:34,Tuesday,17
2026,868,8,1,60,2025-05-27 17:03:34,2025-05-27 17:03:34,Lunch normal,60,1,2025-05-27,17:03:34,Tuesday,17
2027,868,14,1,40,2025-05-27 17:03:34,2025-05-27 17:03:34,Sandwich full,40,1,2025-05-27,17:03:34,Tuesday,17
2028,868,17,1,35,2025-05-27 17:03:34,2025-05-27 17:03:34,Idli / sambar bada,35,1,2025-05-27,17:03:34,Tuesday,17
2029,869,3,1,10,2025-05-27 17:03:51,2025-05-27 17:03:51,chaii,10,1,2025-05-27,17:03:51,Tuesday,17
2030,870,3,4,40,2025-05-27 17:04:27,2025-05-27 17:04:27,chaii,10,1,2025-05-27,17:04:27,Tuesday,17
2031,870,8,1,60,2025-05-27 17:04:27,2025-05-27 17:04:27,Lunch normal,60,1,2025-05-27,17:04:27,Tuesday,17
2032,870,13,1,20,2025-05-27 17:04:27,2025-05-27 17:04:27,Sandwich half,20,1,2025-05-27,17:04:27,Tuesday,17
2033,871,3,2,20,2025-05-27 17:05:08,2025-05-27 17:05:08,chaii,10,1,2025-05-27,17:05:08,Tuesday,17
2034,871,8,1,60,2025-05-27 17:05:08,2025-05-27 17:05:08,Lunch normal,60,1,2025-05-27,17:05:08,Tuesday,17
2035,872,3,2,20,2025-05-27 17:05:42,2025-05-27 17:05:42,chaii,10,1,2025-05-27,17:05:42,Tuesday,17
2036,872,15,1,40,2025-05-27 17:05:42,2025-05-27 17:05:42,Fruit,40,1,2025-05-27,17:05:42,Tuesday,17
2037,873,3,2,20,2025-05-27 17:05:58,2025-05-27 17:05:58,chaii,10,1,2025-05-27,17:05:58,Tuesday,17
2038,874,7,1,10,2025-05-27 17:06:14,2025-05-27 17:06:14,Chach,10,1,2025-05-27,17:06:14,Tuesday,17
2039,875,3,2,20,2025-05-27 17:06:59,2025-05-27 17:06:59,chaii,10,1,2025-05-27,17:06:59,Tuesday,17
2040,875,17,1,35,2025-05-27 17:06:59,2025-05-27 17:06:59,Idli / sambar bada,35,1,2025-05-27,17:06:59,Tuesday,17
2041,876,3,3,30,2025-05-27 17:07:43,2025-05-27 17:07:43,chaii,10,1,2025-05-27,17:07:43,Tuesday,17
2042,876,9,2,30,2025-05-27 17:07:43,2025-05-27 17:07:43,Coffee,15,1,2025-05-27,17:07:43,Tuesday,17
2043,877,7,1,10,2025-05-27 17:08:06,2025-05-27 17:08:06,Chach,10,1,2025-05-27,17:08:06,Tuesday,17
2044,878,22,1,20,2025-05-27 17:08:42,2025-05-27 17:08:42,Aam panna,20,1,2025-05-27,17:08:42,Tuesday,17
2045,879,3,4,40,2025-05-27 17:09:07,2025-05-27 17:09:07,chaii,10,1,2025-05-27,17:09:07,Tuesday,17
2046,880,3,2,20,2025-05-27 17:09:37,2025-05-27 17:09:37,chaii,10,1,2025-05-27,17:09:37,Tuesday,17
2047,880,7,1,10,2025-05-27 17:09:37,2025-05-27 17:09:37,Chach,10,1,2025-05-27,17:09:37,Tuesday,17
2048,880,17,1,35,2025-05-27 17:09:37,2025-05-27 17:09:37,Idli / sambar bada,35,1,2025-05-27,17:09:37,Tuesday,17
2049,880,22,1,20,2025-05-27 17:09:37,2025-05-27 17:09:37,Aam panna,20,1,2025-05-27,17:09:37,Tuesday,17
2050,881,3,3,30,2025-05-27 17:09:57,2025-05-27 17:09:57,chaii,10,1,2025-05-27,17:09:57,Tuesday,17
2051,882,15,1,40,2025-05-27 17:10:17,2025-05-27 17:10:17,Fruit,40,1,2025-05-27,17:10:17,Tuesday,17
2052,883,14,1,40,2025-05-27 17:10:40,2025-05-27 17:10:40,Sandwich full,40,1,2025-05-27,17:10:40,Tuesday,17
2053,884,3,3,30,2025-05-27 17:11:03,2025-05-27 17:11:03,chaii,10,1,2025-05-27,17:11:03,Tuesday,17
2054,885,3,3,30,2025-05-27 17:11:26,2025-05-27 17:11:26,chaii,10,1,2025-05-27,17:11:26,Tuesday,17
2055,885,17,1,35,2025-05-27 17:11:26,2025-05-27 17:11:26,Idli / sambar bada,35,1,2025-05-27,17:11:26,Tuesday,17
2056,886,6,1,35,2025-05-27 17:13:11,2025-05-27 17:13:11,Lassi,35,1,2025-05-27,17:13:11,Tuesday,17
2057,887,6,1,35,2025-05-27 17:13:26,2025-05-27 17:13:26,Lassi,35,1,2025-05-27,17:13:26,Tuesday,17
2058,888,6,1,35,2025-05-27 17:13:40,2025-05-27 17:13:40,Lassi,35,1,2025-05-27,17:13:40,Tuesday,17
2059,889,22,1,20,2025-05-27 17:14:45,2025-05-27 17:14:45,Aam panna,20,1,2025-05-27,17:14:45,Tuesday,17
2060,890,22,2,40,2025-05-27 17:15:10,2025-05-27 17:15:10,Aam panna,20,1,2025-05-27,17:15:10,Tuesday,17
2061,891,22,1,20,2025-05-27 17:16:19,2025-05-27 17:16:19,Aam panna,20,1,2025-05-27,17:16:19,Tuesday,17
2062,892,15,2,80,2025-05-27 17:16:43,2025-05-27 17:16:43,Fruit,40,1,2025-05-27,17:16:43,Tuesday,17
2063,893,22,1,20,2025-05-27 17:17:22,2025-05-27 17:17:22,Aam panna,20,1,2025-05-27,17:17:22,Tuesday,17
2064,894,13,1,20,2025-05-27 17:17:52,2025-05-27 17:17:52,Sandwich half,20,1,2025-05-27,17:17:52,Tuesday,17
2065,895,14,1,40,2025-05-27 17:20:45,2025-05-27 17:20:45,Sandwich full,40,1,2025-05-27,17:20:45,Tuesday,17
2066,896,13,1,20,2025-05-27 17:21:02,2025-05-27 17:21:02,Sandwich half,20,1,2025-05-27,17:21:02,Tuesday,17
2067,897,15,1,40,2025-05-27 17:21:20,2025-05-27 17:21:20,Fruit,40,1,2025-05-27,17:21:20,Tuesday,17
2068,898,8,1,60,2025-05-27 17:23:41,2025-05-27 17:23:41,Lunch normal,60,1,2025-05-27,17:23:41,Tuesday,17
2069,899,28,3,60,2025-05-27 17:25:02,2025-05-27 17:25:02,Lemon water,20,1,2025-05-27,17:25:02,Tuesday,17
2070,899,37,3,180,2025-05-27 17:25:02,2025-05-27 17:25:02,COCONUT WATER,60,1,2025-05-27,17:25:02,Tuesday,17
2071,900,3,2,20,2025-05-27 17:26:26,2025-05-27 17:26:26,chaii,10,1,2025-05-27,17:26:26,Tuesday,17
2072,900,6,1,35,2025-05-27 17:26:26,2025-05-27 17:26:26,Lassi,35,1,2025-05-27,17:26:26,Tuesday,17
2073,900,7,1,10,2025-05-27 17:26:26,2025-05-27 17:26:26,Chach,10,1,2025-05-27,17:26:26,Tuesday,17
2074,900,9,3,45,2025-05-27 17:26:26,2025-05-27 17:26:26,Coffee,15,1,2025-05-27,17:26:26,Tuesday,17
2075,900,15,3,120,2025-05-27 17:26:26,2025-05-27 17:26:26,Fruit,40,1,2025-05-27,17:26:26,Tuesday,17
2076,900,37,2,120,2025-05-27 17:26:26,2025-05-27 17:26:26,COCONUT WATER,60,1,2025-05-27,17:26:26,Tuesday,17
2077,900,41,1,5,2025-05-27 17:26:26,2025-05-27 17:26:26,CUBIC WATER PER BOTTLE,5,1,2025-05-27,17:26:26,Tuesday,17
2078,901,25,1,100,2025-05-27 17:26:43,2025-05-27 17:26:43,Executive lunch,100,1,2025-05-27,17:26:43,Tuesday,17
2079,902,3,6,60,2025-05-27 17:27:52,2025-05-27 17:27:52,chaii,10,1,2025-05-27,17:27:52,Tuesday,17
2080,902,7,1,10,2025-05-27 17:27:52,2025-05-27 17:27:52,Chach,10,1,2025-05-27,17:27:52,Tuesday,17
2081,902,15,1,40,2025-05-27 17:27:52,2025-05-27 17:27:52,Fruit,40,1,2025-05-27,17:27:52,Tuesday,17
2082,902,28,4,80,2025-05-27 17:27:52,2025-05-27 17:27:52,Lemon water,20,1,2025-05-27,17:27:52,Tuesday,17
2083,902,37,1,60,2025-05-27 17:27:52,2025-05-27 17:27:52,COCONUT WATER,60,1,2025-05-27,17:27:52,Tuesday,17
2084,903,25,1,100,2025-05-27 17:28:10,2025-05-27 17:28:10,Executive lunch,100,1,2025-05-27,17:28:10,Tuesday,17
2085,904,3,3,30,2025-05-27 17:28:33,2025-05-27 17:28:33,chaii,10,1,2025-05-27,17:28:33,Tuesday,17
2086,905,25,1,100,2025-05-27 17:28:52,2025-05-27 17:28:52,Executive lunch,100,1,2025-05-27,17:28:52,Tuesday,17
2087,906,3,2,20,2025-05-28 15:50:59,2025-05-28 15:50:59,chaii,10,1,2025-05-28,15:50:59,Wednesday,15
2088,906,24,1,25,2025-05-28 15:50:59,2025-05-28 15:50:59,Spourats,25,1,2025-05-28,15:50:59,Wednesday,15
2089,907,3,8,80,2025-05-28 15:56:14,2025-05-28 15:56:14,chaii,10,1,2025-05-28,15:56:14,Wednesday,15
2090,907,7,6,60,2025-05-28 15:56:14,2025-05-28 15:56:14,Chach,10,1,2025-05-28,15:56:14,Wednesday,15
2091,907,9,3,45,2025-05-28 15:56:14,2025-05-28 15:56:14,Coffee,15,1,2025-05-28,15:56:14,Wednesday,15
2092,907,15,1,40,2025-05-28 15:56:14,2025-05-28 15:56:14,Fruit,40,1,2025-05-28,15:56:14,Wednesday,15
2093,907,21,8,40,2025-05-28 15:56:14,2025-05-28 15:56:14,Bakery biscuit per piece,5,1,2025-05-28,15:56:14,Wednesday,15
2094,907,26,2,120,2025-05-28 15:56:14,2025-05-28 15:56:14,Paneer pakoda per plate,60,1,2025-05-28,15:56:14,Wednesday,15
2095,907,27,1,10,2025-05-28 15:56:14,2025-05-28 15:56:14,Tulsi green tea,10,1,2025-05-28,15:56:14,Wednesday,15
2096,907,28,6,120,2025-05-28 15:56:14,2025-05-28 15:56:14,Lemon water,20,1,2025-05-28,15:56:14,Wednesday,15
2097,908,25,1,100,2025-05-28 15:56:33,2025-05-28 15:56:33,Executive lunch,100,1,2025-05-28,15:56:33,Wednesday,15
2098,909,3,8,80,2025-05-28 15:57:50,2025-05-28 15:57:50,chaii,10,1,2025-05-28,15:57:50,Wednesday,15
2099,909,23,3,105,2025-05-28 15:57:50,2025-05-28 15:57:50,Namkeen per plate,35,1,2025-05-28,15:57:50,Wednesday,15
2100,909,37,11,660,2025-05-28 15:57:50,2025-05-28 15:57:50,COCONUT WATER,60,1,2025-05-28,15:57:50,Wednesday,15
2101,910,25,1,100,2025-05-28 15:58:06,2025-05-28 15:58:06,Executive lunch,100,1,2025-05-28,15:58:06,Wednesday,15
2102,911,3,2,20,2025-05-28 15:58:29,2025-05-28 15:58:29,chaii,10,1,2025-05-28,15:58:29,Wednesday,15
2103,912,3,1,10,2025-05-28 15:58:50,2025-05-28 15:58:50,chaii,10,1,2025-05-28,15:58:50,Wednesday,15
2104,913,3,3,30,2025-05-28 15:59:06,2025-05-28 15:59:06,chaii,10,1,2025-05-28,15:59:06,Wednesday,15
2105,914,3,4,40,2025-05-28 16:00:09,2025-05-28 16:00:09,chaii,10,1,2025-05-28,16:00:09,Wednesday,16
2106,914,7,1,10,2025-05-28 16:00:09,2025-05-28 16:00:09,Chach,10,1,2025-05-28,16:00:09,Wednesday,16
2107,914,24,1,25,2025-05-28 16:00:09,2025-05-28 16:00:09,Spourats,25,1,2025-05-28,16:00:09,Wednesday,16
2108,915,3,1,10,2025-05-28 16:00:29,2025-05-28 16:00:29,chaii,10,1,2025-05-28,16:00:29,Wednesday,16
2109,916,3,12,120,2025-05-28 16:01:52,2025-05-28 16:01:52,chaii,10,1,2025-05-28,16:01:52,Wednesday,16
2110,916,7,3,30,2025-05-28 16:01:52,2025-05-28 16:01:52,Chach,10,1,2025-05-28,16:01:52,Wednesday,16
2111,916,8,2,120,2025-05-28 16:01:52,2025-05-28 16:01:52,Lunch normal,60,1,2025-05-28,16:01:52,Wednesday,16
2112,916,9,6,90,2025-05-28 16:01:52,2025-05-28 16:01:52,Coffee,15,1,2025-05-28,16:01:52,Wednesday,16
2113,916,12,2,30,2025-05-28 16:01:52,2025-05-28 16:01:52,Bread pakoda,15,1,2025-05-28,16:01:52,Wednesday,16
2114,916,15,2,80,2025-05-28 16:01:52,2025-05-28 16:01:52,Fruit,40,1,2025-05-28,16:01:52,Wednesday,16
2115,916,24,2,50,2025-05-28 16:01:52,2025-05-28 16:01:52,Spourats,25,1,2025-05-28,16:01:52,Wednesday,16
2116,916,45,3,90,2025-05-28 16:01:52,2025-05-28 16:01:52,NAMKEEN CHAT,30,1,2025-05-28,16:01:52,Wednesday,16
2117,917,3,10,100,2025-05-28 16:03:38,2025-05-28 16:03:38,chaii,10,1,2025-05-28,16:03:38,Wednesday,16
2118,917,8,2,120,2025-05-28 16:03:38,2025-05-28 16:03:38,Lunch normal,60,1,2025-05-28,16:03:38,Wednesday,16
2119,917,9,8,120,2025-05-28 16:03:38,2025-05-28 16:03:38,Coffee,15,1,2025-05-28,16:03:38,Wednesday,16
2120,917,15,2,80,2025-05-28 16:03:38,2025-05-28 16:03:38,Fruit,40,1,2025-05-28,16:03:38,Wednesday,16
2121,917,24,1,25,2025-05-28 16:03:38,2025-05-28 16:03:38,Spourats,25,1,2025-05-28,16:03:38,Wednesday,16
2122,917,28,5,100,2025-05-28 16:03:38,2025-05-28 16:03:38,Lemon water,20,1,2025-05-28,16:03:38,Wednesday,16
2123,918,3,3,30,2025-05-28 16:03:56,2025-05-28 16:03:56,chaii,10,1,2025-05-28,16:03:56,Wednesday,16
2124,919,3,1,10,2025-05-28 16:04:16,2025-05-28 16:04:16,chaii,10,1,2025-05-28,16:04:16,Wednesday,16
2125,919,24,1,25,2025-05-28 16:04:16,2025-05-28 16:04:16,Spourats,25,1,2025-05-28,16:04:16,Wednesday,16
2126,920,3,1,10,2025-05-28 16:04:35,2025-05-28 16:04:35,chaii,10,1,2025-05-28,16:04:35,Wednesday,16
2127,920,24,1,25,2025-05-28 16:04:35,2025-05-28 16:04:35,Spourats,25,1,2025-05-28,16:04:35,Wednesday,16
2128,921,8,1,60,2025-05-28 16:04:56,2025-05-28 16:04:56,Lunch normal,60,1,2025-05-28,16:04:56,Wednesday,16
2129,922,7,1,10,2025-05-28 16:05:17,2025-05-28 16:05:17,Chach,10,1,2025-05-28,16:05:17,Wednesday,16
2130,922,15,1,40,2025-05-28 16:05:17,2025-05-28 16:05:17,Fruit,40,1,2025-05-28,16:05:17,Wednesday,16
2131,922,24,1,25,2025-05-28 16:05:17,2025-05-28 16:05:17,Spourats,25,1,2025-05-28,16:05:17,Wednesday,16
2132,923,7,1,10,2025-05-28 16:05:51,2025-05-28 16:05:51,Chach,10,1,2025-05-28,16:05:51,Wednesday,16
2133,923,12,1,15,2025-05-28 16:05:51,2025-05-28 16:05:51,Bread pakoda,15,1,2025-05-28,16:05:51,Wednesday,16
2134,923,24,1,25,2025-05-28 16:05:51,2025-05-28 16:05:51,Spourats,25,1,2025-05-28,16:05:51,Wednesday,16
2135,924,3,2,20,2025-05-28 16:06:32,2025-05-28 16:06:32,chaii,10,1,2025-05-28,16:06:32,Wednesday,16
2136,924,7,1,10,2025-05-28 16:06:32,2025-05-28 16:06:32,Chach,10,1,2025-05-28,16:06:32,Wednesday,16
2137,924,8,1,60,2025-05-28 16:06:32,2025-05-28 16:06:32,Lunch normal,60,1,2025-05-28,16:06:32,Wednesday,16
2138,924,12,1,15,2025-05-28 16:06:32,2025-05-28 16:06:32,Bread pakoda,15,1,2025-05-28,16:06:32,Wednesday,16
2139,924,24,1,25,2025-05-28 16:06:32,2025-05-28 16:06:32,Spourats,25,1,2025-05-28,16:06:32,Wednesday,16
2140,925,15,1,40,2025-05-28 16:07:11,2025-05-28 16:07:11,Fruit,40,1,2025-05-28,16:07:11,Wednesday,16
2141,925,24,1,25,2025-05-28 16:07:11,2025-05-28 16:07:11,Spourats,25,1,2025-05-28,16:07:11,Wednesday,16
2142,925,34,2,40,2025-05-28 16:07:11,2025-05-28 16:07:11,Sabzi katori,20,1,2025-05-28,16:07:11,Wednesday,16
2143,926,3,1,10,2025-05-28 16:07:26,2025-05-28 16:07:26,chaii,10,1,2025-05-28,16:07:26,Wednesday,16
2144,926,7,1,10,2025-05-28 16:07:26,2025-05-28 16:07:26,Chach,10,1,2025-05-28,16:07:26,Wednesday,16
2145,927,3,2,20,2025-05-28 16:07:44,2025-05-28 16:07:44,chaii,10,1,2025-05-28,16:07:44,Wednesday,16
2146,927,8,1,60,2025-05-28 16:07:44,2025-05-28 16:07:44,Lunch normal,60,1,2025-05-28,16:07:44,Wednesday,16
2147,928,3,2,20,2025-05-28 16:08:08,2025-05-28 16:08:08,chaii,10,1,2025-05-28,16:08:08,Wednesday,16
2148,929,7,1,10,2025-05-28 16:08:27,2025-05-28 16:08:27,Chach,10,1,2025-05-28,16:08:27,Wednesday,16
2149,929,24,1,25,2025-05-28 16:08:27,2025-05-28 16:08:27,Spourats,25,1,2025-05-28,16:08:27,Wednesday,16
2150,930,3,3,30,2025-05-28 16:08:52,2025-05-28 16:08:52,chaii,10,1,2025-05-28,16:08:52,Wednesday,16
2151,930,7,1,10,2025-05-28 16:08:52,2025-05-28 16:08:52,Chach,10,1,2025-05-28,16:08:52,Wednesday,16
2152,930,24,1,25,2025-05-28 16:08:52,2025-05-28 16:08:52,Spourats,25,1,2025-05-28,16:08:52,Wednesday,16
2153,931,3,2,20,2025-05-28 16:09:46,2025-05-28 16:09:46,chaii,10,1,2025-05-28,16:09:46,Wednesday,16
2154,931,6,1,35,2025-05-28 16:09:46,2025-05-28 16:09:46,Lassi,35,1,2025-05-28,16:09:46,Wednesday,16
2155,931,8,1,60,2025-05-28 16:09:46,2025-05-28 16:09:46,Lunch normal,60,1,2025-05-28,16:09:46,Wednesday,16
2156,931,12,1,15,2025-05-28 16:09:46,2025-05-28 16:09:46,Bread pakoda,15,1,2025-05-28,16:09:46,Wednesday,16
2157,931,15,1,40,2025-05-28 16:09:46,2025-05-28 16:09:46,Fruit,40,1,2025-05-28,16:09:46,Wednesday,16
2158,931,24,1,25,2025-05-28 16:09:46,2025-05-28 16:09:46,Spourats,25,1,2025-05-28,16:09:46,Wednesday,16
2159,931,32,1,20,2025-05-28 16:09:46,2025-05-28 16:09:46,DAHI KATORI,20,1,2025-05-28,16:09:46,Wednesday,16
2160,931,45,1,30,2025-05-28 16:09:46,2025-05-28 16:09:46,NAMKEEN CHAT,30,1,2025-05-28,16:09:46,Wednesday,16
2161,932,6,1,35,2025-05-28 16:10:37,2025-05-28 16:10:37,Lassi,35,1,2025-05-28,16:10:37,Wednesday,16
2162,932,8,1,60,2025-05-28 16:10:37,2025-05-28 16:10:37,Lunch normal,60,1,2025-05-28,16:10:37,Wednesday,16
2163,932,9,2,30,2025-05-28 16:10:37,2025-05-28 16:10:37,Coffee,15,1,2025-05-28,16:10:37,Wednesday,16
2164,932,24,1,25,2025-05-28 16:10:37,2025-05-28 16:10:37,Spourats,25,1,2025-05-28,16:10:37,Wednesday,16
2165,932,28,2,40,2025-05-28 16:10:37,2025-05-28 16:10:37,Lemon water,20,1,2025-05-28,16:10:37,Wednesday,16
2166,933,7,1,10,2025-05-28 16:10:52,2025-05-28 16:10:52,Chach,10,1,2025-05-28,16:10:52,Wednesday,16
